2025-05-24 12:09:19.324 | INFO     | src.ingestion.vector_db_manager:__init__:61 - Initializing QdrantClient with URL: 'http://localhost:6333'
2025-05-24 12:09:19.325 | INFO     | src.ingestion.vector_db_manager:__init__:65 - No API key - connecting to local Qdrant instance
2025-05-24 12:09:19.352 | INFO     | src.ingestion.vector_db_manager:__init__:86 - Testing Qdrant connection...
2025-05-24 12:09:19.352 | ERROR    | src.ingestion.vector_db_manager:__init__:91 - Failed to connect to Qdrant: [Errno 61] Connection refused
2025-05-24 12:09:19.352 | ERROR    | src.ingestion.vector_db_manager:__init__:92 - Please ensure:
2025-05-24 12:09:19.352 | ERROR    | src.ingestion.vector_db_manager:__init__:93 - 1. Qdrant is running (e.g., via Docker: docker run -p 6333:6333 qdrant/qdrant)
2025-05-24 12:09:19.352 | ERROR    | src.ingestion.vector_db_manager:__init__:94 - 2. The QDRANT_URL is correct
2025-05-24 12:09:19.352 | ERROR    | src.ingestion.vector_db_manager:__init__:95 - 3. For local instances, no API key should be set
2025-05-24 12:09:42.176 | INFO     | src.ingestion.vector_db_manager:__init__:61 - Initializing QdrantClient with URL: 'http://localhost:6333'
2025-05-24 12:09:42.176 | INFO     | src.ingestion.vector_db_manager:__init__:65 - No API key - connecting to local Qdrant instance
2025-05-24 12:09:42.205 | INFO     | src.ingestion.vector_db_manager:__init__:86 - Testing Qdrant connection...
2025-05-24 12:09:42.208 | INFO     | src.ingestion.vector_db_manager:__init__:88 - Successfully connected to Qdrant. Found 2 existing collections.
2025-05-24 12:09:42.210 | INFO     | src.ingestion.vector_db_manager:_ensure_collection_exists:124 - Collection 'knowledge_base' already exists
2025-05-24 12:09:42.214 | INFO     | src.ingestion.document_source_manager:_load_manifest:44 - No manifest found at config/document_manifest.json. Creating new manifest.
2025-05-24 12:09:42.225 | INFO     | src.ingestion.vector_db_manager:__init__:61 - Initializing QdrantClient with URL: 'http://localhost:6333'
2025-05-24 12:09:42.225 | INFO     | src.ingestion.vector_db_manager:__init__:65 - No API key - connecting to local Qdrant instance
2025-05-24 12:09:42.252 | INFO     | src.ingestion.vector_db_manager:__init__:86 - Testing Qdrant connection...
2025-05-24 12:09:42.254 | INFO     | src.ingestion.vector_db_manager:__init__:88 - Successfully connected to Qdrant. Found 2 existing collections.
2025-05-24 12:09:42.256 | INFO     | src.ingestion.vector_db_manager:_ensure_collection_exists:124 - Collection 'knowledge_base' already exists
2025-05-24 12:09:42.269 | INFO     | src.rag.rag_engine:__init__:39 - Initialized RAGEngine with reranker=True, analyzer=True
2025-05-24 12:09:42.269 | INFO     | src.api.knowledge_base_api:__init__:51 - KnowledgeBaseAPI initialized successfully
2025-05-24 12:18:43.143 | INFO     | src.ingestion.vector_db_manager:__init__:61 - Initializing QdrantClient with URL: 'http://localhost:6333'
2025-05-24 12:18:43.143 | INFO     | src.ingestion.vector_db_manager:__init__:65 - No API key - connecting to local Qdrant instance
2025-05-24 12:18:43.170 | INFO     | src.ingestion.vector_db_manager:__init__:86 - Testing Qdrant connection...
2025-05-24 12:18:43.174 | INFO     | src.ingestion.vector_db_manager:__init__:88 - Successfully connected to Qdrant. Found 2 existing collections.
2025-05-24 12:18:43.175 | INFO     | src.ingestion.vector_db_manager:_ensure_collection_exists:124 - Collection 'knowledge_base' already exists
2025-05-24 12:18:43.178 | INFO     | src.ingestion.document_source_manager:_load_manifest:44 - No manifest found at config/document_manifest.json. Creating new manifest.
2025-05-24 12:18:43.188 | INFO     | src.ingestion.vector_db_manager:__init__:61 - Initializing QdrantClient with URL: 'http://localhost:6333'
2025-05-24 12:18:43.188 | INFO     | src.ingestion.vector_db_manager:__init__:65 - No API key - connecting to local Qdrant instance
2025-05-24 12:18:43.214 | INFO     | src.ingestion.vector_db_manager:__init__:86 - Testing Qdrant connection...
